hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND DROWSY,both,,,,discounted_cash,1192.02,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND DROWSY,both,,,,min,1192.02,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND DROWSY,both,,,,max,1216.35,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95816,CPT,HC EEG RECORDING AWAKE AND DROWSY,both,,,,gross,1216.35,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95816,CPT,HC EEG RECORDING AWAKE AND DROWSY,both,,,,discounted_cash,1192.02,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95816,CPT,HC EEG RECORDING AWAKE AND DROWSY,both,,,,min,1192.02,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95816,CPT,HC EEG RECORDING AWAKE AND DROWSY,both,,,,max,1216.35,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,gross,1273.59,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,discounted_cash,1248.12,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,min,1248.12,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,max,1273.59,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95822,CPT,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,gross,1273.59,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95822,CPT,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,discounted_cash,1248.12,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95822,CPT,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,min,1248.12,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95822,CPT,HC EEG RECORDING IN COMA OR SLEEP ONLY,both,,,,max,1273.59,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95707,CPT,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95707,CPT,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95707,CPT,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95707,CPT,HC EEG W/O VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95706,CPT,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95706,CPT,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95706,CPT,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95706,CPT,HC EEG W/O VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95705,CPT,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95705,CPT,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95705,CPT,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95705,CPT,HC EEG W/O VIDEO 2-12 HR UNMONITORED,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95710,CPT,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95710,CPT,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95710,CPT,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95710,CPT,HC EEG W/O VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95709,CPT,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95709,CPT,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95709,CPT,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95709,CPT,HC EEG W/O VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95708,CPT,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95708,CPT,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95708,CPT,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95708,CPT,HC EEG W/O VIDEO EA 12-26 HR UNMONITORED,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95713,CPT,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95713,CPT,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95713,CPT,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95713,CPT,HC EEG W/VIDEO 2-12 HR CONTINUOUS MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95712,CPT,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95712,CPT,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95712,CPT,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95712,CPT,HC EEG W/VIDEO 2-12 HR INTERMITTENT MONITORING,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95711,CPT,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95711,CPT,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95711,CPT,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95711,CPT,HC EEG W/VIDEO 2-12 HR UNMONITORED,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95716,CPT,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95716,CPT,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95716,CPT,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95716,CPT,HC EEG W/VIDEO EA 12-26 HR CONTINUOUS MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95715,CPT,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95715,CPT,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95715,CPT,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95715,CPT,HC EEG W/VIDEO EA 12-26 HR INTERMITTENT MONITORING,both,,,,max,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR UNMONITORED,both,,,,gross,1044.63,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR UNMONITORED,both,,,,discounted_cash,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG W/VIDEO EA 12-26 HR UNMONITORED,both,,,,min,1023.74,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
