hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,discounted_cash,591.49,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,min,591.49,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,max,603.56,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99284,CPT,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,gross,603.56,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99284,CPT,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,discounted_cash,591.49,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99284,CPT,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,min,591.49,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99284,CPT,HC ED LEVEL IV VISIT - INTENSIVE,outpatient,,,,max,603.56,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,gross,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,discounted_cash,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,min,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,max,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,gross,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,discounted_cash,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,min,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,max,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99285,CPT,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,gross,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99285,CPT,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,discounted_cash,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99285,CPT,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,min,1035.11,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99285,CPT,HC ED LEVEL V VISIT - COMPREHENSIVE,outpatient,,,,max,1056.23,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,gross,75.45,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,discounted_cash,73.94,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,min,73.94,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,max,75.45,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,gross,75.45,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,discounted_cash,73.94,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,min,73.94,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,452,RC,HC EXTENDED CARE SERVICES PER HOUR,outpatient,,,,max,75.45,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC MEDICAL SCREENING,outpatient,,,,gross,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC MEDICAL SCREENING,outpatient,,,,discounted_cash,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC MEDICAL SCREENING,outpatient,,,,min,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,450,RC,HC MEDICAL SCREENING,outpatient,,,,max,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,451,RC,HC MEDICAL SCREENING,outpatient,,,,gross,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,451,RC,HC MEDICAL SCREENING,outpatient,,,,discounted_cash,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,451,RC,HC MEDICAL SCREENING,outpatient,,,,min,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,451,RC,HC MEDICAL SCREENING,outpatient,,,,max,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99281,CPT,HC MEDICAL SCREENING,outpatient,,,,gross,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99281,CPT,HC MEDICAL SCREENING,outpatient,,,,discounted_cash,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99281,CPT,HC MEDICAL SCREENING,outpatient,,,,min,147.87,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,99281,CPT,HC MEDICAL SCREENING,outpatient,,,,max,150.89,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,gross,386.37,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,discounted_cash,378.64,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,min,378.64,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,max,386.37,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95803,CPT,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,gross,386.37,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95803,CPT,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,discounted_cash,378.64,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95803,CPT,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,min,378.64,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95803,CPT,HC ACTIGRAPHY TESTING MIN OF 72 HRS,both,,,,max,386.37,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,gross,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,discounted_cash,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,min,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,max,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,gross,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,discounted_cash,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,min,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,max,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95929,CPT,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,gross,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95929,CPT,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,discounted_cash,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95929,CPT,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,min,546.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95929,CPT,HC CENTRAL MOTOR EPS LOWER LIMBS,both,,,,max,558.09,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,922,RC,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,gross,1545.48,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,922,RC,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,discounted_cash,1514.57,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,922,RC,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,min,1514.57,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,922,RC,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,max,1545.48,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95939,CPT,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,gross,1545.48,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95939,CPT,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,discounted_cash,1514.57,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95939,CPT,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,min,1514.57,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95939,CPT,HC CENTRAL MOTOR EPS UPPER & LOWER LIMBS,both,,,,max,1545.48,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,920,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,921,RC,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95928,CPT,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,gross,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95928,CPT,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,discounted_cash,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95928,CPT,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,min,518.88,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95928,CPT,HC CENTRAL MOTOR EPS UPPER LIMBS,both,,,,max,529.47,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,gross,42.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,discounted_cash,42.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,min,42.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,max,42.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95824,CPT,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,gross,42.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95824,CPT,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,discounted_cash,42.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95824,CPT,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,min,42.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95824,CPT,HC EEG CEREBRAL DEATH EVALUATION ONLY,both,,,,max,42.93,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,gross,128.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,discounted_cash,126.21,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,min,126.21,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,max,128.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95700,CPT,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,gross,128.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95700,CPT,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,discounted_cash,126.21,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95700,CPT,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,min,126.21,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95700,CPT,HC EEG CONT REC W/VIDEO BY TECH MIN 8 CHANNELS,both,,,,max,128.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,gross,643.95,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,discounted_cash,631.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,min,631.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,max,643.95,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95955,CPT,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,gross,643.95,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95955,CPT,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,discounted_cash,631.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95955,CPT,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,min,631.07,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95955,CPT,HC EEG DURING NONINTRACRANIAL SURGERY,both,,,,max,643.95,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,gross,1073.25,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,discounted_cash,1051.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,min,1051.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,max,1073.25,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95812,CPT,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,gross,1073.25,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95812,CPT,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,discounted_cash,1051.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95812,CPT,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,min,1051.79,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95812,CPT,HC EEG EXTENDED MONITORING 41-60 MINUTES,both,,,,max,1073.25,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,gross,1287.9,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,discounted_cash,1262.14,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,min,1262.14,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,max,1287.9,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95813,CPT,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,gross,1287.9,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95813,CPT,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,discounted_cash,1262.14,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95813,CPT,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,min,1262.14,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95813,CPT,HC EEG EXTENDED MONITORING 61-119 MINUTES,both,,,,max,1287.9,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,gross,1445.31,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,discounted_cash,1416.4,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,min,1416.4,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,max,1445.31,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95819,CPT,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,gross,1445.31,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95819,CPT,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,discounted_cash,1416.4,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95819,CPT,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,min,1416.4,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,95819,CPT,HC EEG RECORDING AWAKE AND ASLEEP,both,,,,max,1445.31,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
UM Shore Medical Center at Easton,52-0610538,740,RC,HC EEG RECORDING AWAKE AND DROWSY,both,,,,gross,1216.35,,,6/8/2026,520610538_UM-Shore-Medical-Center-at-Easton_standardcharges.csv
